formula,source,gp_net_excess,corr_size,finite_share,raw_net,raw_turnover,neutralised_net,neutralised_turnover,net_kept
"Sub(TsMaxDiff(ratio_bm_ttm,30),Constant(30.0))",net-scale-mining-20260923,-0.0990408324211835,-0.08209446924450976,0.84048656163114,-0.2115924968129484,0.47713094745785406,-0.21715172216297945,0.4770644111753807,1.0262732631533031
"TsSkew(TsMin(TsMean(current_assets,50),30),30)",net-scale-mining-20260923,-0.094512785808742,-0.00583965086769479,0.8847096076614148,-0.12543825810457682,0.6396818268118305,-0.11005000829258943,0.6604344705589732,0.8773241111243881
"TsMinDiff(SLog1p(low),50)",ic-frontier-mining-20260923,-0.309675397324562,0.03202140071264163,0.8968443002780352,-0.31465630535965666,0.3925432055049744,-0.31885444513589667,0.398900602837896,1.0133419852223888
"TsMed(ratio_bm_ttm,40)",ic-frontier-mining-20260923,0.0016134680449962,0.052140598235201896,0.8364535063330244,0.009420138946587336,0.030520814281389277,0.00825723952805689,0.04182201585334548,0.8765517764521155
"Div(Pow(current_liabilities,Constant(-1.0)),Constant(-0.01))",net-scale-mining-20260923,-0.0718911102578043,-0.5952594602866353,0.9576027185665741,0.016645976281921226,0.022469898623636467,-0.011516195027900265,0.0539342433286838,-0.691830556097074
"TsDiv(TsMax(market_cap,20),20)",ic-frontier-mining-20260923,-0.3564925798416137,-0.028532789965393855,0.8375949953660797,-0.05024088059002156,0.7212712960110921,-0.07187944920138357,0.7189426649518523,1.430696443956432
"Log(TsMean(open,30))",net-scale-mining-20260923,-0.1045415329813957,-0.20845320808257803,0.9014241581711462,0.01726204688964205,0.024334493594487843,-0.013417446436475026,0.057652368243046793,-0.7772801523628148
"TsMaxDiff(Ref(volume,40),50)",net-scale-mining-20260923,-0.0563985619425773,0.27451666493144466,1.0,-0.07729034609655461,0.3523270786820245,-0.1310924646914284,0.3073780042995227,1.696103993733729
"TsRank(ratio_bm_ttm,20)",ic-frontier-mining-20260923,-0.3059666605710983,0.02535840842324672,1.0,-0.3024786860559435,0.8483254246131112,-0.282715897731097,0.8523262434365599,0.9346638648080103
"Sub(TsDiv(Log(TsMad(TsRank(high,10),40)),50),inventory)",net-scale-mining-20260923,-0.0018627746209502,0.5318711103243167,0.886425702811245,-0.011851460993334315,0.015547283269073906,-0.13707862700147444,0.12202541996127471,11.56639059762947
"Ref(TsStd(high,30),30)",net-scale-mining-20260923,-0.1378758291363716,-0.14956231095462796,0.8945335186901453,-0.028331022372133374,0.15038435794837607,-0.1077222273895404,0.17574529015639126,3.8022710926061345
"Div(Div(ratio_bm_ttm,TsSum(Div(ratio_bm_ttm,market_cap),20)),high)",net-scale-mining-20260923,-0.073271522077918,-0.6569076132486856,0.8445103490886624,-0.04363367170084698,0.14473710008437699,-0.1382789392735469,0.09100463468703392,3.169087859980914
"TsMean(TsPctChange(TsMean(TsSum(TsSum(high,20),40),20),40),50)",net-scale-mining-20260923,-0.1406088781714439,-0.03643233198527835,0.8693080012357122,-0.06797955099391748,0.2153283865041977,-0.0963729327074376,0.2312505045978707,1.4176753346908786
"TsSum(Ref(TsMinDiff(market_cap,40),50),20)",net-scale-mining-20260923,-0.1216153020143508,-0.745290407425444,0.8195953042940994,0.010493370075422767,0.39070732449719636,-0.14617764963293195,0.23003467109396167,-13.93047691849776
"TsMad(Greater(Constant(-10.0),close),40)",ic-frontier-mining-20260923,-0.106000316119194,-0.15744949860469612,0.8991442693852333,-0.025753137300523626,0.12748472752595472,-0.09905992027246399,0.156894490326386,3.846518547099497
"TsMaxDiff(TsMed(turnover,30),30)",ic-frontier-mining-20260923,-0.1649584926366806,-0.13662731563000138,0.8295350633302441,-0.08713369607166341,0.34512751211375264,-0.0896981192615855,0.3487912134386643,1.0294309010811726
